strain,stress
0.0,0.0
0.0189873417721519,0.027015477822601983
0.0379746835443038,0.05330414158473946
0.056962025316455694,0.07896192625219206
0.0759493670886076,0.10407712890589399
0.0949367088607595,0.1287313067108411
0.11392405063291139,0.15300005746733883
0.1329113924050633,0.17695369996552673
0.1518987341772152,0.20065786857910436
0.17088607594936708,0.2241740342395071
0.189873417721519,0.24755996203434283
0.2088607594936709,0.2708701140995995
0.22784810126582278,0.2941560051645743
0.2468354430379747,0.31746651701399564
0.2658227848101266,0.3408481772149463
0.2848101265822785,0.36434540668581794
0.3037974683544304,0.3880007400353441
0.3227848101265823,0.4118550220511729
0.34177215189873417,0.43594758325260174
0.3607594936708861,0.46031639702714616
0.379746835443038,0.48499822053423713
0.3987341772151899,0.5100287212720781
0.4177215189873418,0.535442590957817
0.43670886075949367,0.5612736481602307
0.45569620253164556,0.5875549309427051
0.4746835443037975,0.6143187806179358
0.4936708860759494,0.6415969175807301
0.5126582278481013,0.6694205100684104
0.5316455696202532,0.6978202365969244
0.5506329113924051,0.7268263427326875
0.569620253164557,0.7564686927834569
0.5886075949367089,0.7867768169246151
0.6075949367088608,0.8177799542187649
0.6265822784810127,0.8495070919353163
0.6455696202531646,0.8819870015318421
0.6645569620253164,0.9152482716195063
0.6835443037974683,0.9493193382001568
0.7025316455696202,0.9842285124320511
0.7215189873417722,1.0200040061541653
0.7405063291139241,1.0566739553751314
0.759493670886076,1.0942664419116992
0.7784810126582279,1.1328095133428273
0.7974683544303798,1.1723312014288654
0.8164556962025317,1.2128595391304364
0.8354430379746836,1.2544225763484373
0.8544303797468354,1.297048394494794
0.8734177215189873,1.3407651199930897
0.8924050632911392,1.3856009367987792
0.9113924050632911,1.4315840980202788
0.9303797468354431,1.478742936714677
0.949367088607595,1.5271058759250353
0.9683544303797469,1.5767014380201596
0.9873417721518988,1.6275582533922444
1.0063291139240507,1.6797050685628576
1.0253164556962027,1.7331707537432972
1.0443037974683544,1.787984309891318
1.0632911392405064,1.8441748753026195
1.0822784810126582,1.901771731772183
1.1012658227848102,1.9608043103575996
1.120253164556962,2.0213021967738007
1.139240506329114,2.0832951364462167
1.1582278481012658,2.1468130392470965
1.1772151898734178,2.2118859839377727
1.1962025316455696,2.2785442223377785
1.2151898734177216,2.34681818324006
1.2341772151898736,2.4167384760900203
1.2531645569620253,2.488335894444707
1.2721518987341773,2.56164141922724
1.2911392405063291,2.6366862217903337
1.3101265822784811,2.7135016668018173
1.3291139240506329,2.7921193149639536
1.3481012658227849,2.8725709255776044
1.3670886075949367,2.9548884589613547
1.3860759493670887,3.039104078735041
1.4050632911392404,3.125250153976388
1.4240506329113924,3.213359261258882
1.4430379746835444,3.303464186578347
1.4620253164556962,3.3955979271752454
1.4810126582278482,3.4897936932591795
1.5,3.5860849096415928
