strain,stress
0.0,0.0
0.024324324324324326,0.0641316408869435
0.04864864864864865,0.12537661037665762
0.07297297297297298,0.18401115911257063
0.0972972972972973,0.24028080198314805
0.12162162162162163,0.29440437837658795
0.14594594594594595,0.34657750103124246
0.17027027027027028,0.39697549653470726
0.1945945945945946,0.4457559213855205
0.21891891891891893,0.49306072226254993
0.24324324324324326,0.5390180969045092
0.2675675675675676,0.5837441021386309
0.2918918918918919,0.6273440476143722
0.3162162162162162,0.6699137073081836
0.34054054054054056,0.7115403755671867
0.3648648648648649,0.752303790116715
0.3891891891891892,0.7922769408829269
0.4135135135135135,0.8315267805298834
0.43783783783783786,0.870114850163534
0.4621621621621622,0.9080978316196162
0.4864864864864865,0.9455280360536478
0.5108108108108108,0.9824538371287475
0.5351351351351352,1.0189200559022982
0.5594594594594595,1.0549683035059747
0.5837837837837838,1.090637286863311
0.6081081081081081,1.1259630819684976
0.6324324324324324,1.1609793786380584
0.6567567567567568,1.1957177001256942
0.6810810810810811,1.2302076005454012
0.7054054054054054,1.2644768426668864
0.7297297297297298,1.29855155832028
0.7540540540540541,1.3324563933659315
0.7783783783783784,1.366214638942652
0.8027027027027027,1.3998483504983659
0.827027027027027,1.4333784559258744
0.8513513513513514,1.4668248539692001
0.8756756756756757,1.5002065039293413
0.9,1.5335415075792764
0.9243243243243244,1.5668471840942566
0.9486486486486487,1.6001401387127174
0.972972972972973,1.633436325763723
0.9972972972972973,1.6667511066272125
1.0216216216216216,1.7000993031321647
1.045945945945946,1.7334952468439775
1.0702702702702704,1.7669528246449555
1.0945945945945947,1.8004855209699944
1.118918918918919,1.8341064570225654
1.1432432432432433,1.8678284272634407
1.1675675675675676,1.9016639334356442
1.191891891891892,1.9356252163634178
1.2162162162162162,1.9697242857402266
1.2405405405405405,2.003972948100545
1.2648648648648648,2.0383828331521685
1.2891891891891893,2.072965418629755
1.3135135135135136,2.1077320538160045
1.337837837837838,2.142693981864169
1.3621621621621622,2.1778623610442343
1.3864864864864865,2.213248285024956
1.4108108108108108,2.2488628022949846
1.4351351351351351,2.2847169348181535
1.4594594594594597,2.3208216960109462
1.483783783783784,2.3571881081236747
1.5081081081081082,2.393827219101287
1.5324324324324325,2.4307501189946437
1.5567567567567568,2.467967955988646
1.5810810810810811,2.5054919521096477
1.6054054054054054,2.543333418671131
1.6297297297297297,2.5815037715135594
1.654054054054054,2.6200145460917046
1.6783783783783786,2.658877412460471
1.7027027027027029,2.698104190208282
1.7270270270270272,2.737706863385501
1.7513513513513514,2.7776975954739997
1.7756756756756757,2.8180887444429628
1.8,2.858892877935183
