volumetric_strain,pressure
-0.08,-9.6
-0.07448275862068966,-8.937931034482759
-0.06896551724137931,-8.275862068965518
-0.06344827586206897,-7.613793103448277
-0.05793103448275862,-6.951724137931034
-0.05241379310344828,-6.289655172413793
-0.04689655172413793,-5.627586206896551
-0.041379310344827586,-4.9655172413793105
-0.03586206896551724,-4.303448275862069
-0.030344827586206893,-3.6413793103448273
-0.024827586206896547,-2.9793103448275855
-0.0193103448275862,-2.317241379310344
-0.013793103448275862,-1.6551724137931034
-0.008275862068965509,-0.9931034482758611
-0.0027586206896551696,-0.33103448275862035
0.0027586206896551835,0.331034482758622
0.008275862068965523,0.9931034482758627
0.013793103448275862,1.6551724137931034
0.019310344827586215,2.317241379310346
0.024827586206896554,2.9793103448275864
0.030344827586206907,3.6413793103448286
0.035862068965517246,4.30344827586207
0.0413793103448276,4.965517241379312
0.04689655172413794,5.627586206896552
0.05241379310344828,6.289655172413793
0.05793103448275862,6.951724137931034
0.06344827586206898,7.613793103448278
0.06896551724137932,8.27586206896552
0.07448275862068966,8.937931034482759
0.08,9.6
