strain,stress
0.0,0.0
0.02033898305084736,0.10722655060928403
0.04067796610169494,0.2095358179107375
0.0610169491525423,0.3073304392147105
0.08135593220338988,0.40097287385892344
0.10169491525423724,0.49079009990510924
0.12203389830508482,0.5770776848346905
0.14237288135593218,0.6601033235244095
0.16271186440677976,0.7401099214732458
0.18305084745762712,0.8173182886775895
0.20338983050847448,0.8919294991856934
0.22372881355932206,0.9641269627862978
0.24406779661016964,1.0340782481666728
0.264406779661017,1.1019366909450548
0.28474576271186436,1.1678428150270521
0.30508474576271194,1.2319255915819776
0.3254237288135593,1.294303556443057
0.3457627118644069,1.3550858037912108
0.36610169491525424,1.41437287149266
0.3864406779661018,1.4722575313501105
0.4067796610169492,1.528825495733225
0.42711864406779654,1.5841560505252699
0.4474576271186441,1.6383226230167052
0.4677966101694917,1.691393292258047
0.48813559322033906,1.7434312484243126
0.5084745762711864,1.7944952069175009
0.528813559322034,1.8446397822215383
0.5491525423728814,1.8939158259089603
0.5694915254237287,1.9423707326659985
0.5898305084745763,1.9900487177407058
0.6101694915254239,2.0369910688171675
0.6305084745762712,2.083236374969087
0.6508474576271186,2.1288207350409203
0.6711864406779662,2.173777947537996
0.6915254237288138,2.2181396838735767
0.7118644067796611,2.261935646615958
0.7322033898305085,2.3051937141987877
0.7525423728813561,2.347940073399421
0.7728813559322034,2.3901993407505757
0.7932203389830508,2.431994673927359
0.8135593220338984,2.4733478740428025
0.8338983050847459,2.5142794796886347
0.8542372881355933,2.554808853472494
0.8745762711864407,2.5949542617268944
0.8949152542372882,2.634732947997725
0.9152542372881358,2.6741612008599978
0.9355932203389832,2.713254416554965
0.9559322033898305,2.7520271568949015
0.9762711864406781,2.790493202839123
0.9966101694915255,2.828665604106536
1.0169491525423728,2.866556725155774
1.0372881355932204,2.904178287833222
1.057627118644068,2.9415414109616127
1.0779661016949156,2.9786566471171048
1.0983050847457627,3.0155340168203697
1.1186440677966103,3.0521830403471193
1.1389830508474574,3.088612767345335
1.159322033898305,3.1248318044301064
1.1796610169491526,3.160848340912105
1.2000000000000002,3.1966701728024045
