strain,stress
0.0,0.0
0.019607843137254832,0.13715603162065873
0.03921568627450989,0.2667689750994608
0.05882352941176472,0.3895243282498186
0.07843137254901955,0.5060341715649442
0.0980392156862746,0.6168461804364608
0.11764705882352944,0.7224513949040763
0.13725490196078427,0.8232909363671662
0.1568627450980391,0.9197618291348298
0.17647058823529416,1.0122220588235296
0.196078431372549,1.1009949783306556
0.21568627450980404,1.1863731545452934
0.23529411764705888,1.268621734408049
0.2549019607843137,1.3479813968434051
0.27450980392156854,1.4246709470133063
0.2941176470588236,1.498889600919256
0.3137254901960784,1.5708190013203671
0.33333333333333326,1.6406249999999998
0.3529411764705883,1.7084592364109286
0.37254901960784315,1.7744605385011145
0.392156862745098,1.8387561679398767
0.4117647058823528,1.9014629289215679
0.43137254901960786,1.9626881571333112
0.4509803921568627,2.022530603262567
0.47058823529411775,2.0810812235294116
0.4901960784313726,2.1384238881075097
0.5098039215686274,2.19463601690542
0.5294117647058822,2.249789150981284
0.5490196078431373,2.3039494668301503
0.5686274509803921,2.3571782398897057
0.5882352941176472,2.4095322628365476
0.607843137254902,2.461064223573964
0.6274509803921569,2.5118230472289196
0.6470588235294117,2.561854205968101
0.6666666666666665,2.6111999999999997
0.6862745098039216,2.6598998127430877
0.7058823529411764,2.7079903428016
0.7254901960784315,2.7555058150936933
0.7450980392156863,2.8024781732162936
0.7647058823529411,2.8489372549019603
0.784313725490196,2.8949109522214496
0.803921568627451,2.940425358007919
0.8235294117647058,2.9855048998216986
0.8431372549019609,3.030172462635787
0.8627450980392157,3.0744495012992803
0.8823529411764706,3.1183561437270217
0.9019607843137254,3.161911285666968
0.9215686274509802,3.2051326778108153
0.9411764705882353,3.24803700593686
0.9607843137254903,3.290639964705882
0.9803921568627452,3.332956325669991
1.0,3.3749999999999996
